Food Vehicle,Country,FoodType,Processing Stage,Origin,Producer/ processor name,Producer/ processor address,Country of producer/ processor,Production capacity volume (MT/Y),% of capacity used,Annual production/ supply Volume,Brand name,Product reference,Supply Volume Unit,"Periodical Unit Year/Month, Day)",Source Volume,Value in Metric Ton/ Year,Crop to Food Converted Value,Start Year,End Year,Accessed Date,Source,Link,Process to Obtain Data,Producer name,Distribution Channel,Sub Distribution Channel,Volume,Source Volume Unit,Periodical Unit (Annual/Monthly),Distributed volume in Metric Ton/ Year,Food vehicle supply to distributed Converted Value,Zone,Region/state,City,Population Group,Age Group,Population ratio,Acquired or consumed,Source Volume,Converted Value,Volume Unit,Periodical Unit (Annual/Monthly),Consumed volume in Metric Ton/ Year,Food consumed to acquired Converted Value
Edible Oil,Bangladesh,Soya Bean,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"91,176.59",0,15955.90325,20-Jul,21-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,Food Service,Fast Food,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-30,0,N/A,40,40,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"98,646.06",0,17263.0605,21-Jul,22-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Small 2nd level processing Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,10-Jan,0,N/A,20,20,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"107,307.59",0,18778.82825,22-Jul,23-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Small 2nd level processing Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-Oct,0,N/A,30,30,Grams,Day,0,0
Edible Oil,Bangladesh,Coconut,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"402,852.00",0,70499.1,21-Jul,22-Jun,17-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Small 2nd level processing Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-30,0,N/A,40,40,Grams,Day,0,0
Edible Oil,Bangladesh,Coconut,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"411,969.56",0,72094.673,22-Jul,23-Jun,18-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Small 2nd level processing Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,10-Jan,0,N/A,20,20,Grams,Day,0,0
Edible Oil,Bangladesh,Coconut,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"403,657.65",0,70640.08875,22-Jul,23-Jul,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Small 2nd level processing Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-Oct,0,N/A,30,30,Grams,Day,0,0
Edible Oil,Bangladesh,Sunflower,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"2,006.20",0,351.085,21-Jul,22-Jun,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Small 2nd level processing Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-30,0,N/A,40,40,Grams,Day,0,0
Edible Oil,Bangladesh,Sunflower,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"2,728.99",0,477.57325,22-Jul,23-Jun,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Large Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,10-Jan,0,N/A,20,20,Grams,Day,0,0
Edible Oil,Bangladesh,Sunflower,Oil Seeds,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,"3,622.11",0,633.86925,22-Jul,23-Jul,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Large Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-Oct,0,N/A,30,30,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Crude Oil,Import,N/A,N/A,Malaysia,0,0,0,N/A,N/A,Metric Ton,Month,14,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B2B,Large Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-30,0,N/A,40,40,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Crude Oil,Import,N/A,N/A,Malaysia,0,0,0,N/A,N/A,Metric Ton,Month,333,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,B2B,Large Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,10-Jan,0,N/A,20,20,Grams,Day,0,0
Edible Oil,Bangladesh,Sesame,Crude Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,20-Jul,21-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Large Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-Oct,0,N/A,30,30,Grams,Day,0,0
Edible Oil,Bangladesh,Sesame,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,21-Jul,22-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Large Manufacturing,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-30,0,N/A,40,40,Grams,Day,0,0
Edible Oil,Bangladesh,Sesame,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jun,17-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Bakery,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,10-Jan,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Rape & Mustard,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,20-Jul,21-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Bakery,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-Oct,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Rape & Mustard,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,21-Jul,22-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Bakery,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-30,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Rape & Mustard,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jun,17-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Bakery,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,10-Jan,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Ground Nut,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,20-Jul,21-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Bakery,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-Oct,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Ground Nut,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,21-Jul,22-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,Bakery,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-30,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Ground Nut,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,10-Jan,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,20-Jul,21-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-Oct,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,21-Jul,22-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-30,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Soya Bean,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jun,16-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,10-Jan,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Coconut,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,21-Jul,22-Jun,17-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-Oct,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Coconut,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jun,18-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-30,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Coconut,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jul,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,10-Jan,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Sunflower,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,21-Jul,22-Jun,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-Oct,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Sunflower,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jun,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Male,20-30,0,N/A,0,0,Grams,Day,0,0
Edible Oil,Bangladesh,Sunflower,Refined Oil,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jul,19-Oct-24,Yearbook of Agriculture Statistics 2023 - BBS,https://bbs.portal.gov.bd/sites/default/files/files/bbs.portal.gov.bd/page/1b1eb817_9325_4354_a756_3d18412203e2/2024-06-13-05-41-8d348db80ecf814b6f1876432643639e.pdf,BBS Homepage > Publication > Regular Publication > Yearbook of Agriculture Statistics by Year > Go to "National estimate of different Oilseeds" section of the report.,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,10-Jan,0,N/A,0,0,Grams,Day,0,0
Wheat,Bangladesh,Whole Wheat,Wheat flour,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jul,20-Oct-24,N/A,N/A,N/A,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-Oct,0,N/A,0,0,Grams,Day,0,0
Wheat,Bangladesh,Atta,Wheat flour,Local,N/A,N/A,Bangladesh,0,0,0,N/A,N/A,Metric Ton,Year,0,0,0,22-Jul,23-Jul,21-Oct-24,N/A,N/A,N/A,N/A,B2B,N/A,0,Metric Ton,Month,0,0,N/A,N/A,Dhaka,Female,20-30,0,N/A,0,0,Grams,Day,0,0
